TOT,NaCl,pH,pKa
0.2,58.44,7.9,6.77492962
0.225,5.844,7.9,7.111274427
0.225,11.688,7.9,7.100769143
0.225,17.532,7.9,6.923694134
0.225,23.376,7.9,6.889028778
0.225,29.22,7.9,6.847683353
0.225,35.064,7.9,6.799569992
0.225,40.908,7.9,6.744747781
0.225,46.752,7.9,6.695450554
0.225,52.596,7.9,6.737423833
0.225,58.44,7.9,6.787157726
0.25,5.844,7.9,7.110451032
0.25,11.688,7.9,6.946192361
0.25,17.532,7.9,6.916415156
0.25,23.376,7.9,6.880188544
0.25,29.22,7.9,6.837212042
0.25,35.064,7.9,6.787440079
0.25,40.908,7.9,6.730956263
0.25,46.752,7.9,6.704584991
0.25,52.596,7.9,6.748365412
0.25,58.44,7.9,6.799722413
0.275,5.844,7.9,7.108851217
0.275,11.688,7.9,6.940015576
0.275,17.532,7.9,6.908779237
0.275,23.376,7.9,6.87096307
0.275,29.22,7.9,6.826338694
0.275,35.064,7.9,6.774898161
0.275,40.908,7.9,6.71674772
0.275,46.752,7.9,6.714147969
0.275,52.596,7.9,6.759682304
0.275,58.44,7.9,6.812608082
0.3,5.844,7.9,7.106454362
0.3,11.688,7.9,6.933517741
0.3,17.532,7.9,6.900776915
0.3,23.376,7.9,6.861345948
0.3,29.22,7.9,6.815058646
0.3,35.064,7.9,6.761940891
0.3,40.908,7.9,6.702120002
0.3,46.752,7.9,6.724124951
0.3,52.596,7.9,6.771359538
0.3,58.44,7.9,6.825798816
0.325,5.844,7.9,7.103241537
0.325,11.688,7.9,6.926684551
0.325,17.532,7.9,6.89239954
0.325,23.376,7.9,6.851331191
0.325,29.22,7.9,6.803367548
0.325,35.064,7.9,6.748565228
0.325,40.908,7.9,6.693248893
0.325,46.752,7.9,6.734501277
0.325,52.596,7.9,6.783381895
0.325,58.44,7.9,6.839278366
0.35,5.844,7.9,6.948857474
0.35,11.688,7.9,6.919503334
0.35,17.532,7.9,6.883639155
0.35,23.376,7.9,6.840913203
0.35,29.22,7.9,6.791261366
0.35,35.064,7.9,6.734768449
0.35,40.908,7.9,6.702226625
0.35,46.752,7.9,6.745262133
0.35,52.596,7.9,6.795733891
0.35,58.44,7.9,6.853030157
0.375,5.844,7.9,6.942780727
0.375,11.688,7.9,6.911962744
0.375,17.532,7.9,6.874488398
0.375,23.376,7.9,6.83008676
0.375,29.22,7.9,6.778736387
0.375,35.064,7.9,6.720548161
0.375,40.908,7.9,6.7116286
0.375,46.752,7.9,6.756392526
0.375,52.596,7.9,6.808399764
0.375,58.44,7.9,6.867037286
0.4,5.844,7.9,6.936384418
0.4,11.688,7.9,6.904052526
0.4,17.532,7.9,6.864940436
0.4,23.376,7.9,6.81884699
0.4,29.22,7.9,6.765789224
0.4,35.064,7.9,6.705902313
0.4,40.908,7.9,6.721439992
0.4,46.752,7.9,6.767877257
0.4,52.596,7.9,6.821363466
0.4,58.44,7.9,6.88128254
0.425,5.844,7.9,6.929652872
0.425,11.688,7.9,6.89576334
0.425,17.532,7.9,6.854988907
0.425,23.376,7.9,6.807189378
0.425,29.22,7.9,6.752416835
0.425,35.064,7.9,6.691096171
0.425,40.908,7.9,6.731645871
0.425,46.752,7.9,6.779700912
0.425,52.596,7.9,6.834608658
0.425,58.44,7.9,6.895748409
0.45,5.844,7.9,6.922572247
0.45,11.688,7.9,6.887086617
0.45,17.532,7.9,6.844627891
0.45,23.376,7.9,6.79510976
0.45,29.22,7.9,6.738616526
0.45,35.064,7.9,6.699920612
0.45,40.908,7.9,6.742231174
0.45,46.752,7.9,6.791847835
0.45,52.596,7.9,6.848118717
0.45,58.44,7.9,6.910417111
0.475,5.844,7.9,6.915130192
0.475,11.688,7.9,6.878014459
0.475,17.532,7.9,6.833851881
0.475,23.376,7.9,6.78260433
0.475,29.22,7.9,6.724385968
0.475,35.064,7.9,6.709165331
0.475,40.908,7.9,6.753180681
0.475,46.752,7.9,6.804302129
0.475,52.596,7.9,6.861876739
0.475,58.44,7.9,6.925270629
0.5,5.844,7.9,6.907315578
0.5,11.688,7.9,6.868539553
0.5,17.532,7.9,6.822655769
0.5,23.376,7.9,6.769669652
0.5,29.22,7.9,6.709723209
0.5,35.064,7.9,6.718815231
0.5,40.908,7.9,6.764478996
0.5,46.752,7.9,6.817047644
0.5,52.596,7.9,6.875865556
0.5,58.44,7.9,6.940290745
0.025,5.844,8,7.095283269
0.025,11.688,8,7.108781351
0.025,17.532,8,7.110014318
0.025,23.376,8,6.946721637
0.025,29.22,8,6.917509597
0.025,35.064,8,6.88211201
0.025,40.908,8,6.840248385
0.025,46.752,8,6.791869055
0.025,52.596,8,6.737032976
0.025,58.44,8,6.700121106
0.05,5.844,8,7.098740855
0.05,11.688,8,7.110370913
0.05,17.532,8,7.108102467
0.05,23.376,8,6.940522755
0.05,29.22,8,6.909890714
0.05,35.064,8,6.87295449
0.05,40.908,8,6.829501977
0.05,46.752,8,6.77951654
0.05,52.596,8,6.7230751
0.05,58.44,8,6.70971036
0.075,5.844,8,7.102121367
0.075,11.688,8,7.111243461
0.075,17.532,8,7.105357151
0.075,23.376,8,6.934005874
0.075,29.22,8,6.901912105
0.075,35.064,8,6.863415588
0.075,40.908,8,6.818362027
0.075,46.752,8,6.766763669
0.075,52.596,8,6.708713695
0.075,58.44,8,6.719754719
0.1,5.844,8,7.105165189
0.1,11.688,8,7.11135659
0.1,17.532,8,7.101766153
0.1,23.376,8,6.9271575
0.1,29.22,8,6.893566209
0.1,35.064,8,6.853490407
0.1,40.908,8,6.806825107
0.1,46.752,8,6.753608052
0.1,52.596,8,6.693947268
0.1,58.44,8,6.730241074
0.125,5.844,8,7.107707276
0.125,11.688,8,7.110679549
0.125,17.532,8,6.948851966
0.125,23.376,8,6.919965927
0.125,29.22,8,6.88484621
0.125,35.064,8,6.843174433
0.125,40.908,8,6.794888056
0.125,46.752,8,6.740047541
0.125,52.596,8,6.698262034
0.125,58.44,8,6.741156214
0.15,5.844,8,7.109638746
0.15,11.688,8,7.109189063
0.15,17.532,8,6.942731427
0.15,23.376,8,6.912420893
0.15,29.22,8,6.875745928
0.15,35.064,8,6.832463505
0.15,40.908,8,6.782547979
0.15,46.752,8,6.726080243
0.15,52.596,8,6.707716109
0.15,58.44,8,6.752486783
0.175,5.844,8,7.110885404
0.175,11.688,8,7.106866563
0.175,17.532,8,6.936293801
0.175,23.376,8,6.904513325
0.175,29.22,8,6.866259723
0.175,35.064,8,6.821353789
0.175,40.908,8,6.769802244
0.175,46.752,8,6.711704517
0.175,52.596,8,6.717620753
0.175,58.44,8,6.76421925
0.2,5.844,8,7.111395039
0.2,11.688,8,7.10369632
0.2,17.532,8,6.929524471
0.2,23.376,8,6.896235124
0.2,29.22,8,6.856382436
0.2,35.064,8,6.80984176
0.2,40.908,8,6.756648485
0.2,46.752,8,6.696918989
0.2,52.596,8,6.727962526
0.2,58.44,8,6.776339868
0.225,5.844,8,7.111129573
0.225,11.688,8,7.09966417
0.225,17.532,8,6.922410785
0.225,23.376,8,6.887579015
0.225,29.22,8,6.846109334
0.225,35.064,8,6.797924192
0.225,40.908,8,6.743084607
0.225,46.752,8,6.696437086
0.225,52.596,8,6.738727891
0.225,58.44,8,6.78883465
0.25,5.844,8,7.110060033
0.25,11.688,8,6.944923404
0.25,17.532,8,6.914941685
0.25,23.376,8,6.878538417
0.25,29.22,8,6.835436074
0.25,35.064,8,6.785598152
0.25,40.908,8,6.729108787
0.25,46.752,8,6.705758601
0.25,52.596,8,6.74990318
0.25,58.44,8,6.801689332
0.275,5.844,8,7.108163249
0.275,11.688,8,6.938566078
0.275,17.532,8,6.907107412
0.275,23.376,8,6.869107353
0.275,29.22,8,6.824358674
0.275,35.064,8,6.772861002
0.275,40.908,8,6.714719482
0.275,46.752,8,6.715526425
0.275,52.596,8,6.761474557
0.275,58.44,8,6.814889351
0.3,5.844,8,7.105419637
0.3,11.688,8,6.93187725
0.3,17.532,8,6.898899284
0.3,23.376,8,6.859280371
0.3,29.22,8,6.812873498
0.3,35.064,8,6.759710393
0.3,40.908,8,6.699915434
0.3,46.752,8,6.725726805
0.3,52.596,8,6.773427989
0.3,58.44,8,6.828419823
0.325,5.844,8,7.101811699
0.325,11.688,8,6.924843241
0.325,17.532,8,6.890309521
0.325,23.376,8,6.849052493
0.325,29.22,8,6.800977241
0.325,35.064,8,6.746144274
0.325,40.908,8,6.694645385
0.325,46.752,8,6.736345901
0.325,52.596,8,6.785749211
0.325,58.44,8,6.842265519
0.35,5.844,8,6.947098122
0.35,11.688,8,6.917452121
0.35,17.532,8,6.881331107
0.35,23.376,8,6.83841917
0.35,29.22,8,6.788666923
0.35,35.064,8,6.732160894
0.35,40.908,8,6.70383684
0.35,46.752,8,6.747369756
0.35,52.596,8,6.798423704
0.35,58.44,8,6.856410855
0.375,5.844,8,6.940821975
0.375,11.688,8,6.909693389
0.375,17.532,8,6.87195769
0.375,23.376,8,6.827376256
0.375,29.22,8,6.775939885
0.375,35.064,8,6.717758805
0.375,40.908,8,6.713470602
0.375,46.752,8,6.758784255
0.375,52.596,8,6.811436671
0.375,58.44,8,6.87083988
0.4,5.844,8,6.93421499
0.4,11.688,8,6.901557724
0.4,17.532,8,6.862183495
0.4,23.376,8,6.815919984
0.4,29.22,8,6.762793791
0.4,35.064,8,6.70293687
0.4,40.908,8,6.723532623
0.4,46.752,8,6.770575101
0.4,52.596,8,6.824773013
0.4,58.44,8,6.885536271
0.425,5.844,8,6.927262366
0.425,11.688,8,6.893036794
0.425,17.532,8,6.852003271
0.425,23.376,8,6.804046954
0.425,29.22,8,6.74922663
0.425,35.064,8,6.692886096
0.425,40.908,8,6.734008784
0.425,46.752,8,6.782727784
0.425,52.596,8,6.838417317
0.425,58.44,8,6.900483334
0.45,5.844,8,6.919951225
0.45,11.688,8,6.884123109
0.45,17.532,8,6.841412241
0.45,23.376,8,6.791754126
0.45,29.22,8,6.735236717
0.45,35.064,8,6.701949874
0.45,40.908,8,6.744884855
0.45,46.752,8,6.795227555
0.45,52.596,8,6.852353844
0.45,58.44,8,6.915664015
0.475,5.844,8,6.912270258
0.475,11.688,8,6.874809903
0.475,17.532,8,6.83040607
0.475,23.376,8,6.779038811
0.475,29.22,8,6.720822699
0.475,35.064,8,6.711452203
0.475,40.908,8,6.756146466
0.475,46.752,8,6.808059411
0.475,52.596,8,6.866566523
0.475,58.44,8,6.93106091
0.5,5.844,8,6.904209448
0.5,11.688,8,6.865091049
0.5,17.532,8,6.818980843
0.5,23.376,8,6.765898678
0.5,29.22,8,6.705983558
0.5,35.064,8,6.721378758
0.5,40.908,8,6.767779081
0.5,46.752,8,6.82120807
0.5,52.596,8,6.881038947
0.5,58.44,8,6.946656291
